gene_a	gene_b	label
23291	4887	0
10204	21695	0
18687	14245	1
1037	13149	0
5057	24918	1
22886	12388	1
12999	21530	1
16479	14323	0
19770	10112	0
4699	21041	1
13775	8152	0
17351	4441	1
24326	17095	1
14925	11423	0
11044	15387	1
10112	17095	1
19202	22656	1
23501	5728	0
23022	10169	1
16494	22955	0
22838	8642	0
9031	1622	0
11450	1513	0
17322	16006	0
12725	9483	0
422	20755	1
15628	23915	1
24180	13946	1
19490	7531	0
12491	17095	1
18138	1469	0
15257	12926	0
24180	21691	1
12281	16312	1
24658	24180	1
9433	24180	1
10201	3299	0
2375	20130	0
7947	24702	0
11584	20365	1
3914	13105	1
3955	18913	0
24770	13576	0
15594	15257	0
17180	2248	1
4744	15753	0
24328	19106	1
24489	18145	1
23218	4157	0
16926	1013	0
15753	10081	1
17180	9367	1
15753	1962	1
10062	24830	0
10127	335	0
23164	8470	1
16874	13202	1
7301	1537	0
14316	1191	0
2643	23915	1
11281	2502	0
19930	5265	1
15257	85	0
20434	9164	1
6505	4222	0
3519	20178	1
20680	17131	0
3140	24180	1
3914	16960	1
12096	3556	1
17180	18468	1
7499	23134	0
1970	16312	1
16977	13777	0
3914	19772	1
6505	24413	1
15753	25348	1
23164	9337	1
24047	21863	0
3914	22955	1
4520	16457	1
8881	17255	0
17180	13565	1
3744	14064	0
23999	4247	0
14629	7325	0
13330	21525	0
5572	24012	0
3914	19329	1
17180	14878	1
20434	22914	1
247	16960	0
8309	10911	0
44	15499	0
8804	20698	0
10249	14334	1
14334	6634	1
24180	21272	1
14510	9164	0
2352	22656	0
6744	15552	0
17180	12761	1
8180	12039	0
23159	10430	0
1133	2278	0
5728	18145	1
6709	15328	0
11218	20365	1
16034	12283	0
20971	22656	1
3914	22449	1
24823	17931	0
19671	18396	1
15753	6277	1
12259	1735	1
22656	17724	1
15753	16982	1
7305	12673	0
3320	7499	0
13096	13555	0
23271	3340	0
17322	3481	0
23332	22147	0
22656	1466	1
10169	16312	1
6957	7437	1
10179	7788	0
15325	4340	0
24489	7307	0
17693	17839	0
464	10169	1
25312	17722	0
1636	9116	0
15753	24064	1
3612	14556	0
15753	11675	1
14100	1814	0
22914	2793	1
1177	21477	1
18959	10947	0
16995	10984	1
16949	16358	1
9830	7016	0
14551	6056	0
9465	11790	0
16704	763	1
4699	20755	1
11969	17095	1
21636	3558	0
21336	4596	0
6450	9382	1
22068	17095	1
848	24180	1
16574	17323	1
12376	5750	0
18895	15748	0
400	8751	0
24800	20680	0
24328	14697	1
18907	22656	1
16704	10169	1
24180	287	1
25062	10003	0
9070	15744	0
3526	20365	1
21440	23915	1
2004	13074	0
18008	16360	0
20437	8642	0
7848	1758	1
15753	12347	1
24328	4917	1
3914	21273	0
1303	14697	1
24328	5510	1
4169	16312	1
17095	13720	1
21217	17095	1
15753	23400	1
18742	18683	0
2278	23204	0
13996	16484	1
4369	2501	0
3791	25417	0
5049	24180	1
23106	304	1
10625	8917	0
22345	16312	1
10984	24720	0
5057	16890	1
20319	5185	0
13031	16704	1
22368	22656	1
3826	15292	0
24046	19335	0
7141	21255	0
19176	16278	0
12274	6141	0
3914	10604	1
13412	10477	0
1876	12388	1
11929	20042	0
14334	16874	1
2690	15597	1
7141	12561	0
4264	5522	0
3914	21439	1
3914	23504	1
12536	19787	0
17180	19679	1
15321	2441	0
17865	6908	1
24180	7406	1
19133	763	1
1473	22132	0
5987	7782	0
13021	18602	0
7406	16897	0
3340	17968	0
17180	7578	1
25348	1290	0
5199	1758	1
6558	22167	0
17180	20852	1
21502	21953	0
19773	3562	0
18065	24180	1
22506	15814	0
21582	22656	1
9306	9700	1
14504	24180	1
320	8440	1
3914	4042	1
11733	22007	0
14326	23070	0
9868	19474	0
17204	44	0
11573	9000	1
17757	13473	0
3519	13946	1
22113	503	0
3078	23604	0
22656	8152	1
8880	9792	0
6066	4169	0
18721	10890	0
22656	890	1
15292	15499	1
22656	5569	1
15753	21340	1
19258	24856	0
17180	8979	1
15753	18851	1
177	3604	0
22656	9979	1
6580	20365	1
17143	6915	0
19066	12415	1
9435	2931	0
6435	18465	0
1692	4639	0
23999	11446	0
3914	15944	1
14163	13247	1
24180	13466	1
9094	12278	0
12886	22656	1
5057	3807	1
19858	10984	0
11537	14311	0
14311	20983	0
25070	8880	0
13356	19133	1
7885	19806	0
5098	13891	0
3572	12673	0
24088	23134	1
17180	10417	1
20221	16847	1
24447	6522	0
20929	20986	0
17180	24812	1
17180	17992	1
22656	19475	1
17180	7624	1
3914	11024	1
15753	15712	1
8914	17290	0
16926	13413	0
13412	247	1
14866	8515	0
3914	10314	1
18854	21439	0
17351	23915	1
3914	20983	1
17457	12202	0
1303	18412	1
22656	16566	1
18713	8669	1
4813	1473	0
11708	7819	0
4338	16312	1
8751	21515	0
23332	120	0
17319	22656	1
1758	4672	1
21920	2819	0
14844	343	0
11537	1183	0
17583	17095	1
12001	24858	0
24180	8206	1
22656	10660	1
14687	11559	0
11226	17095	1
8350	22656	1
11648	16484	1
11973	17095	1
11366	17777	0
24411	24466	0
8419	7127	0
12817	17095	1
15753	3850	1
21903	13230	0
3914	22377	1
20680	23291	0
7372	10169	1
20623	24327	0
19397	23640	0
6978	19810	0
1863	20263	0
21063	547	0
22656	10097	1
22060	2925	1
19960	3914	1
12274	10054	0
17180	7009	1
9306	3167	1
24180	24788	1
3930	21064	1
13176	8338	0
7437	7437	1
21477	15292	1
3914	1133	1
15753	19645	1
24867	15442	0
21695	16890	0
9096	7391	0
3471	24180	1
22341	4042	0
16484	7437	1
3930	23915	1
17341	15862	0
6506	12577	0
7499	4148	0
21148	22955	0
23724	24415	0
15753	18148	1
10058	22007	0
20901	16230	0
24180	21343	1
17204	18004	0
10979	6634	1
985	13720	0
1360	6908	1
19787	3955	1
8311	6232	0
11611	763	1
19606	14984	1
1180	9679	0
10179	20425	0
25327	17422	0
14510	24180	1
12226	18748	0
9868	13946	1
12454	4831	1
5928	5750	0
19806	21834	0
3795	21026	0
6505	611	1
14608	15219	0
17180	11973	1
21272	13299	0
22656	12034	1
22656	1323	1
4340	5782	1
1521	23091	0
5057	6908	1
21041	20277	1
15753	20938	1
8706	17095	1
10462	24187	0
81	24180	1
21680	20365	1
10573	22505	0
16494	16847	1
17971	17095	1
9047	12126	0
11747	24023	0
3140	7277	0
16017	23994	0
2629	18802	0
1783	10735	0
3914	12084	1
17755	5350	0
7707	20365	1
18982	15597	1
11139	20219	0
22143	1610	0
11587	3167	1
16493	1758	0
24328	3167	1
1962	9979	0
24720	16312	1
21582	564	0
940	7817	0
21797	15712	0
21525	23526	0
4163	19930	0
23828	17095	1
20102	13272	0
19077	15363	0
16702	13979	0
24180	16828	1
12848	16959	0
19960	3914	1
24118	19077	0
15292	11469	0
24180	17095	1
13	9023	0
985	3725	0
24497	17786	0
3344	16389	1
11708	9337	0
17422	25077	0
17411	6758	1
17180	5012	1
14737	23159	0
15710	22220	0
2441	20425	0
12600	18816	0
1887	17575	0
14825	7373	0
17180	17169	1
6505	17323	1
12291	7792	0
9413	6418	0
6624	17522	0
22656	11573	1
12326	12489	0
3526	9367	0
6450	9700	1
22656	22007	1
4784	7335	1
2174	11973	0
21841	3879	0
20365	21929	1
16710	14684	0
16511	21477	1
3745	23073	0
4520	12955	0
23014	14984	1
21180	24180	1
16949	4257	1
20178	23818	0
17817	23972	0
9419	21839	0
16995	17323	1
18602	15650	1
18762	17095	1
2004	304	1
6238	17865	1
8804	9070	0
17180	23638	1
10274	21064	1
6626	8914	0
2966	16542	1
3914	10668	1
17351	1360	1
1287	13560	0
3914	14321	1
4464	20926	0
17351	14334	1
17230	24832	0
3185	22122	0
17180	2052	1
1183	3049	0
23849	15521	0
15780	1287	0
20652	19290	0
7410	19204	0
19066	18646	0
6238	21148	0
22656	1814	1
23915	12096	1
1297	5301	1
12564	15309	0
16509	23999	0
10840	24180	1
24215	4257	1
5728	6609	0
14693	20434	0
13736	7895	0
21993	6758	0
23134	4451	1
23182	15944	0
6506	16312	1
20809	17095	1
21707	3811	0
6066	13360	0
15753	20437	1
4340	15325	0
22656	18028	1
8736	18927	0
22345	4831	0
15219	24187	1
18927	1651	0
10446	8206	1
19366	16312	1
6418	20898	0
6634	13247	1
14035	5564	0
7710	3707	0
24466	12922	0
5895	10112	0
19930	9000	0
6908	22762	0
22923	5151	0
14350	19548	0
22681	17095	1
16147	23999	0
3332	15167	0
19002	10660	0
10731	15859	0
3914	1945	1
16147	1180	0
24083	5209	0
22402	2279	0
12039	8556	0
3914	1744	1
5695	10789	0
11044	21012	1
10087	17161	0
6744	15044	0
20755	20365	1
22656	16460	1
24164	12018	0
3914	5148	1
7325	11122	1
17419	9963	0
24934	12415	1
15533	2679	0
4784	18396	1
9955	22656	1
25037	4264	0
7895	22656	1
2258	22886	1
9306	14697	1
3801	15697	0
13140	24313	0
2045	23880	0
22709	25062	1
3089	17202	0
3012	14662	0
22656	20308	1
14979	400	0
23164	10625	1
19773	11522	0
20986	17095	1
10134	24918	1
21715	23451	0
5953	17095	1
16017	20720	0
24088	10169	1
21440	9331	1
6744	1177	0
2052	6089	0
16666	8098	0
3914	24844	1
18593	17412	0
22007	5809	0
5713	6579	0
5620	18816	0
25027	6451	0
18008	11526	0
1417	9111	0
25040	20178	0
2326	12489	1
16651	23915	0
22656	11695	1
9433	19743	0
23719	16847	1
24326	17082	0
24164	5301	0
15810	763	1
17608	3566	0
19157	8845	0
253	10693	0
4962	19666	0
21746	3776	0
19759	621	0
7326	19759	0
24844	3993	1
2679	20434	1
17380	9483	0
6668	19349	0
14981	2745	0
25076	1177	0
18631	22709	1
22656	1439	1
22656	3650	1
10984	304	1
18713	1057	1
15523	20755	1
23164	24879	0
3914	6267	1
2731	19106	0
16752	19614	0
13930	20582	0
9164	8243	1
6915	7207	0
22656	22838	1
17493	7554	0
11735	8556	0
21310	4096	0
19409	15219	0
19237	24918	1
4064	21975	0
13877	16847	1
10539	14382	0
7140	20083	0
24136	22914	1
15862	19770	0
15753	16757	1
21573	20598	0
21213	1758	1
11891	14214	0
22656	23293	1
17095	11648	1
19058	10169	1
25348	23144	0
23248	16495	0
13096	22886	1
2441	19603	0
28	13946	1
19503	3235	0
22656	22516	1
2784	24180	1
3342	69	1
13031	3556	1
24180	16311	1
44	5620	0
13189	24180	1
19666	2029	0
2007	18631	0
17271	11693	0
23085	20937	0
14303	8501	0
3914	6728	1
3914	8338	1
11612	22886	1
15753	1744	1
21062	24180	1
17595	12673	0
23915	4784	1
13555	16312	1
2540	7977	0
18922	22656	1
9850	24934	0
14714	16312	1
2452	4187	0
1492	17095	1
9317	16312	1
20434	3614	0
15753	3442	1
2977	1327	0
24406	17100	0
15753	3698	1
3914	15926	1
22409	12405	0
22190	16574	0
4448	1133	0
3914	3566	1
23853	23449	0
17180	14428	1
24215	3167	1
8695	21834	0
7670	2793	0
3914	18087	1
4505	17422	0
20026	20699	0
23698	11122	1
4134	19397	0
16344	23085	0
19671	6359	1
3562	10249	1
3914	22122	1
10134	10979	1
19377	8187	0
17180	16015	1
22656	6101	1
10094	24579	0
3913	19630	0
15753	18952	1
6483	9075	0
19963	10292	0
24180	18138	1
9029	17095	1
19378	16542	1
22762	10309	0
20930	19142	0
15753	7554	1
2679	12454	1
9106	1360	1
16911	22409	0
10731	25007	0
19204	24180	1
21630	13758	0
7391	23698	0
7127	1360	1
2679	69	1
3914	22940	1
10860	20785	0
19483	3811	0
22656	4465	1
23994	24180	1
18793	14410	0
24914	22886	1
15753	12197	1
69	22673	1
12759	9693	1
13409	1986	1
22656	14969	1
15753	17817	1
11053	23459	0
24078	23359	0
12182	24387	0
15366	6824	0
24064	20365	1
16311	17952	0
24145	10	0
20365	13996	1
5620	17532	0
20008	5713	0
22656	20983	1
20026	5782	1
3545	19198	0
14693	3379	0
21839	17095	1
15753	9283	1
17180	2678	1
21723	23719	0
220	19217	0
21606	19761	0
23504	25290	0
5049	535	0
