gene_a	gene_b	label
15180	5308	0
14245	21929	1
3159	2403	0
11573	20755	1
5728	15827	1
13717	23915	1
10477	18959	0
6806	7301	0
4404	1360	1
3833	13298	0
17351	6908	1
19614	22656	1
21258	22167	0
19063	24180	1
6450	19106	1
20365	4917	1
10714	4247	0
12281	17322	0
23719	22112	0
13758	16073	0
6580	1243	0
22516	12803	0
842	4274	0
23900	10731	0
17180	23043	1
12998	8311	0
16713	17095	1
12844	23510	0
10971	22656	1
22734	19501	0
19290	10610	0
15753	17255	1
23868	1758	1
18145	1360	0
14235	12567	1
430	10735	0
16530	11929	0
15164	10134	0
8463	22656	1
3914	5689	1
343	12274	0
21839	18292	0
25196	17066	0
3914	24355	1
24594	1131	0
24215	24328	1
19592	6908	1
12415	6992	0
2933	4674	0
14478	11044	1
11044	3914	1
15753	12457	1
5184	3471	0
11469	20178	0
23164	6256	1
17351	15499	1
20175	1177	0
18396	7437	0
3012	9296	1
13021	7414	0
11044	21012	1
10694	15022	0
21083	22060	1
10331	23915	1
14759	22656	1
8607	16928	0
13552	14478	1
17180	15521	1
23014	6758	1
2713	20365	1
774	24180	1
24215	15387	1
16445	4035	0
3914	13144	1
10441	10169	1
17180	8274	1
22776	17095	1
12033	10169	1
3914	6091	1
23098	20365	1
23073	25351	0
5406	16312	1
22339	15387	0
7414	20937	0
18028	10566	0
23530	11867	0
19467	19606	0
15753	1058	1
17180	7029	1
21440	17411	1
4587	25189	0
3766	4162	0
19964	14283	0
2944	3344	0
22060	1360	1
14334	23915	1
4169	10971	1
25321	23563	0
18864	14605	0
2605	11218	0
19242	14546	1
15010	21582	0
18200	17166	0
21953	564	0
1758	10249	1
21834	23144	0
7014	22656	1
12896	11695	0
16949	13946	1
3914	5611	1
22575	1692	0
15499	6908	1
17180	10610	1
11609	7158	1
22656	7258	1
14591	18764	1
19772	5609	0
12425	18124	0
18758	21606	0
23400	2966	0
16039	5038	0
24594	19785	0
22656	8419	1
12759	11522	1
120	20755	1
22184	3930	0
17865	8238	0
8050	8751	0
12425	12622	0
6824	10179	0
4404	7190	0
9280	4505	0
22656	19829	1
20372	8050	0
17180	20996	1
24743	23538	0
5728	12855	1
19133	22886	1
20937	4004	0
8348	8669	1
20805	8669	1
7102	24856	0
6232	8277	0
19540	23986	0
17712	13031	1
4404	18145	1
10923	22656	1
11763	9116	0
24974	20554	0
11394	1758	1
23298	17095	1
24180	5059	1
11013	24180	1
7386	7554	0
23833	12719	0
22903	2942	0
11446	11731	0
24180	11522	1
19666	20365	1
7162	19063	0
5261	24180	1
23526	554	0
20475	890	0
3519	1057	1
4361	15597	1
6744	19810	0
9801	18977	0
4991	18376	0
1600	17095	1
17180	24844	1
24138	17095	1
9413	14468	0
1303	8669	1
24215	16949	1
22757	1758	1
17180	20734	1
16949	12896	1
607	7741	1
1360	19066	0
14624	17757	0
17180	13112	1
20224	15477	0
12338	9495	0
10890	24180	1
2832	24180	1
5410	24469	0
18713	4257	1
7116	4836	0
10979	15827	1
17608	7456	0
91	5953	1
18391	17095	1
20219	6111	0
20793	24047	0
17323	24682	0
11366	1516	0
6480	20559	0
3914	18107	1
13031	8771	0
14334	19787	1
16147	5582	0
15499	22673	1
17180	9843	1
7023	32	0
3526	24023	0
3914	23592	1
17180	12744	1
24335	6422	0
22656	7819	1
22962	24929	0
8515	7843	1
5185	24180	1
1045	3556	1
17131	15442	0
14478	16922	0
8073	81	0
3112	20061	0
3953	6922	0
1758	304	1
17608	10609	0
3519	1986	1
23604	21199	0
16995	17230	1
14931	5713	0
25323	20611	0
16512	24180	1
2441	1755	0
18470	17095	1
13043	20178	1
20365	16457	1
564	20365	1
3914	10682	1
20559	15417	0
21147	9131	0
266	2476	0
8903	21530	0
763	15499	1
18124	21263	0
13178	17095	1
9096	18538	0
10048	24444	0
22656	12926	1
5252	20130	0
7335	20107	0
915	7953	0
1692	17095	1
15744	24918	1
22656	23158	1
19378	10971	1
2004	8562	0
17180	21255	1
15753	13626	1
6766	24114	0
15753	14111	1
12882	22656	1
3613	3442	0
15662	14249	0
13930	17922	0
5184	3023	0
17786	16959	0
3535	9979	0
15753	20061	1
14334	6908	1
14425	24180	1
9208	7895	0
24328	11522	1
4404	13775	1
6480	7450	0
3530	6372	0
19630	8243	0
2643	19397	0
149	21550	1
6084	10735	0
14027	4134	0
6069	9306	0
14591	7437	1
22656	10947	1
5846	22195	0
25209	24387	0
8669	16028	0
11044	8206	1
15753	12527	1
15753	22834	1
17180	12791	1
15753	80	1
15753	1360	1
14591	7605	0
1327	24823	0
19904	24180	1
7997	1073	0
3914	4489	1
17712	391	0
16874	22886	1
17180	9833	1
7819	25430	0
1303	6256	1
22024	17095	1
15606	16312	1
381	23640	0
8458	10839	0
6922	20365	1
17123	16487	0
11494	21210	0
24328	6256	1
17180	44	1
23002	12489	0
10292	13204	0
7188	17575	0
22252	8470	1
15976	4520	0
23818	24180	1
24180	15697	1
13176	1057	0
15814	22656	1
7081	16457	1
17180	14814	1
15275	22656	1
20354	13473	0
16358	6372	0
23275	24450	0
5171	16312	1
17180	11929	1
1293	953	0
3914	3425	1
16752	25149	0
7788	1191	0
14504	20852	0
14687	18810	0
16073	15577	0
9029	12561	0
6992	21673	0
22656	17131	1
24914	21929	1
11547	17095	1
6258	14382	0
22656	20938	1
3235	17095	1
15753	17991	1
24975	10169	1
9854	21012	0
6709	22656	1
15707	3955	1
3914	600	1
24180	1655	1
15859	23354	0
12948	9331	0
20598	14334	0
20755	8206	1
19716	18271	0
17180	10075	1
19770	10169	1
60	20852	0
2417	25144	0
15233	20652	0
14459	1064	0
3953	18810	0
22656	9854	1
8214	13967	0
6766	4639	0
120	22886	1
18819	1524	0
4520	12259	1
6850	6175	0
1417	6908	1
9902	5782	1
5057	4505	0
22151	12855	1
11790	5782	1
6141	17082	0
23572	11366	0
9979	16424	0
16574	11648	1
19418	19378	0
6450	13946	1
11223	5782	1
6451	16479	0
6634	17628	0
13124	17146	0
3344	23915	1
12388	827	0
2135	20365	1
14350	6084	0
22656	19098	1
22656	8490	1
17180	21573	1
11870	23972	0
4056	14962	1
15650	18490	1
17180	16949	1
2507	17095	1
17407	4451	0
24180	22929	1
21393	22656	1
4188	15010	0
1191	2713	0
18713	11522	1
7885	21550	0
8593	2375	0
15212	22506	0
22650	16867	0
13524	21033	0
25430	21033	0
15753	9589	1
15037	23403	0
24180	2616	1
18602	14334	1
17991	22138	0
24743	25137	0
320	23915	1
25443	10031	0
24856	17095	1
19787	21548	0
24180	1057	1
19306	1887	0
2944	2231	0
21592	19306	0
21199	3838	0
5336	8419	0
25205	22656	1
16354	7103	0
9495	20720	0
6687	410	0
15753	7463	1
17589	15697	0
20755	20952	1
7895	10984	0
21929	16752	0
12536	16312	1
4790	10982	0
9360	19150	0
600	6451	0
16230	10169	1
11688	8598	0
9522	25298	0
17351	16457	1
16574	11648	1
15164	2522	0
1822	6199	0
1832	5754	0
7029	22886	0
3012	7907	0
3612	60	0
19063	24180	1
9868	16358	1
13576	13891	0
204	24466	0
18470	4962	0
3914	841	1
1735	16318	0
21310	10325	0
10911	20365	1
22656	22991	1
4056	12096	1
5390	17522	0
16679	2482	0
21903	3556	1
3140	22321	0
18602	12405	1
22886	4887	0
8784	7273	0
24914	6758	1
10446	21012	1
20365	5301	1
3614	10061	0
11968	7414	0
3852	12759	0
10982	24180	1
8515	14163	1
15363	16457	1
8348	10625	1
12372	10169	1
16522	14428	0
5577	22656	1
6915	10169	1
22341	21041	0
3607	24180	1
3914	1986	1
16704	22151	1
5176	2185	0
15753	8458	1
12767	10911	0
17351	17865	1
16095	24963	0
6069	7843	0
2966	18764	1
11446	14459	0
13112	20235	0
2152	16306	0
11851	15944	0
17069	10462	0
10890	15233	0
21695	14759	0
22656	16911	1
1045	11735	1
1303	16358	1
1482	18004	0
18412	18421	0
6238	12567	1
17757	1758	1
20042	16847	0
3519	8001	0
17295	13717	0
1482	20996	0
10274	23915	1
5590	15179	0
7373	17095	1
21015	22656	1
19379	6558	0
3110	16283	0
15753	16445	1
17786	10979	0
22656	14046	1
1290	22709	0
16790	14981	0
18687	17411	1
5846	13031	0
6505	20365	1
20365	12896	1
19058	5261	0
17712	23915	1
11044	5793	0
15719	23940	0
22439	14311	0
11227	16922	0
21210	22005	0
9296	13857	0
10204	15829	0
21673	10594	0
22706	20365	1
3745	13189	0
21510	25145	0
11948	5176	0
11929	22506	0
5185	24180	1
5804	25239	0
18819	20525	0
21636	22184	0
15011	4338	0
15753	21636	1
24047	14608	0
11181	20365	1
23519	20559	0
18764	8736	0
23375	24180	1
22656	22113	1
24473	3650	0
3914	23563	1
10331	11122	1
6352	143	0
12767	7240	0
10061	18646	0
4404	1417	1
9306	18412	1
13064	24512	0
2379	17095	1
14962	20755	1
9306	20178	1
20932	9679	0
18687	8784	0
10088	14161	0
1758	8243	1
21027	7759	0
12376	21653	0
17180	10431	1
143	20720	0
14333	1758	1
2181	9833	0
20785	17095	1
12454	21929	1
24073	23403	0
2931	22656	1
6668	17493	0
22650	23697	0
2278	5782	1
10095	5083	0
13710	24867	0
7325	15499	0
3914	3632	1
15426	7188	0
5095	20434	0
12547	25008	0
8311	15044	0
6129	8350	0
15328	11258	0
16928	24963	0
22776	15744	0
1410	16312	1
8804	915	0
22656	19058	1
19002	20898	0
11168	24466	0
6237	12514	0
10566	17045	0
19237	25323	1
24934	22774	0
18563	16034	0
3379	15142	0
8338	19773	0
17202	13560	0
5184	4029	0
3883	14844	0
21041	9130	1
24180	8448	1
18200	17701	0
7456	15233	0
4802	20699	0
16982	4505	0
10134	22914	1
3914	12135	1
22656	12202	1
6609	24180	1
3919	16312	1
17712	14984	1
18028	754	0
22656	7472	1
13466	11790	0
23159	11223	0
1417	10058	0
4441	1394	1
12636	19600	0
15753	3299	1
23994	7895	0
1962	1721	0
10625	20308	0
7186	6258	0
1045	11573	1
782	2679	0
7023	10169	1
848	22439	0
9724	7885	0
20277	17865	1
3913	10695	0
17180	25040	1
24359	24444	0
1303	9700	1
15697	13872	0
22656	758	1
17180	2364	1
14321	15292	0
680	22132	0
19002	16006	0
17180	9070	1
20394	18188	0
20278	22656	1
8217	17608	0
3914	21166	1
320	16847	1
24078	11044	1
13031	4441	1
9306	13967	1
14061	12577	0
20102	24180	1
13352	11352	0
25451	4595	0
3919	12183	0
16785	10982	0
11395	4148	0
17180	20483	1
15753	15233	1
12579	20755	1
10971	4274	1
21878	24180	1
22120	19614	0
21903	13775	1
13409	3167	1
6763	8558	0
19759	17095	1
9833	11587	0
8210	22656	1
18764	9175	0
9306	12489	1
4887	16312	1
304	9094	0
15753	21715	1
8501	4790	0
24594	3914	0
17180	2062	1
22656	4464	1
12759	6522	0
17180	8133	0
20559	177	0
3914	8556	1
24164	23537	0
17180	6369	1
17802	16312	1
7190	4649	0
24918	7856	0
24180	9126	1
7670	23969	0
14478	21340	0
22252	11929	0
23526	20102	0
18360	19962	0
23451	5782	1
2942	21929	1
15753	1064	1
12405	12096	1
25329	16290	0
22656	16874	1
22656	14468	1
15707	20901	0
7186	5883	0
17180	8501	1
19930	17839	0
7907	19377	0
10971	6084	1
2501	22656	1
17701	24180	1
20680	5903	0
9539	19645	0
17180	680	1
1469	2793	1
10249	2258	1
9433	22929	0
8593	14311	0
7377	24180	1
6758	20050	0
14271	2482	0
2925	13247	1
12622	24180	1
15753	60	1
24939	24531	0
13413	18418	0
22656	21636	1
120	14783	1
17822	24918	0
1045	10735	1
10446	611	1
3562	14245	1
24561	22656	1
13409	9382	1
22656	17419	1
17180	535	1
1131	18271	0
22237	14214	0
19540	4595	0
22937	6483	0
24446	17095	1
9495	24930	0
21033	16982	0
17180	19854	1
23077	11107	0
22368	8309	0
3914	19198	1
827	5782	1
21691	17865	0
24563	20983	0
24649	16312	1
24180	16039	1
22656	21258	1
6453	817	0
15437	7116	0
20805	15805	0
19948	1503	0
7513	19379	0
17180	22119	1
17712	21929	1
3914	10041	1
19133	11526	1
13182	1962	0
12013	22420	0
23719	16389	1
24180	1521	1
1721	16928	0
1516	21116	0
24963	24180	1
2564	12622	0
9194	10539	0
9306	4338	1
12759	9296	1
11587	611	1
17180	3833	1
15753	3838	1
23158	15207	0
8440	16995	1
5953	16457	1
17180	8249	1
10058	7507	0
22060	6758	1
24328	9382	1
4743	22656	1
15753	3455	1
2966	19630	1
7186	2793	0
1503	22656	1
17732	13189	0
8856	4148	0
19490	13021	0
17528	23204	0
18360	17095	1
15753	7127	1
2441	8440	0
13409	16757	0
15753	1986	1
17180	10145	1
23692	9497	0
18023	22656	1
17180	10690	1
6050	6037	0
22339	20809	0
15650	1360	1
883	10054	0
24914	22151	1
12138	18563	0
3197	17095	1
5232	2482	1
13140	1446	0
8642	1466	0
21903	16874	1
6806	18563	0
12759	20178	1
23501	7905	0
10947	7437	0
7707	21041	1
20278	17306	0
10249	3342	1
17391	1917	0
20263	2326	0
20901	13473	0
5782	13702	1
22246	10169	1
10430	11526	1
5609	6558	0
15753	9383	1
17045	24180	1
23231	21673	0
4674	7947	0
19124	24180	1
22903	20365	1
15748	22656	1
18742	25351	0
13409	9700	1
3110	10359	1
8201	23640	0
23218	22757	0
24118	24180	1
3914	20611	1
18418	16922	0
11584	20130	0
21294	10132	0
10359	13814	0
7630	15220	0
5689	3455	0
14350	11531	0
22068	20805	0
14411	20061	0
24180	23204	1
19763	17756	0
24148	6599	0
13820	1360	1
17095	16457	1
4163	6359	1
3914	5620	1
17180	20050	1
5315	23719	0
19254	23724	0
7437	4169	1
6668	19063	0
12812	3556	0
15753	3766	1
14825	18396	0
12515	25211	0
17472	22515	0
6766	5236	0
4505	14697	0
1267	9796	0
7808	23638	0
12999	5265	1
9000	15477	0
9106	13091	0
9963	19379	1
6668	17419	0
13356	19787	1
10556	10693	0
5620	10537	0
6806	12579	0
23983	17095	1
15753	8490	1
19141	1790	0
21839	9435	0
782	3340	0
8243	6817	0
10430	7023	0
17003	11464	0
19863	15521	0
24964	9213	0
9909	20434	0
15753	17363	1
24380	20278	0
7437	14546	1
24914	15499	1
20769	10274	0
14688	23687	0
15180	3811	1
16312	6850	0
10584	13775	0
20755	7486	1
3614	24012	0
17100	17095	1
9116	17095	1
3748	3811	1
3914	17003	1
24594	7707	0
18922	11526	0
24328	5301	1
19716	19378	0
22656	217	1
2679	14984	1
19787	23849	0
15942	16542	0
3914	19046	1
10309	25351	0
3089	11855	0
10309	13820	1
4465	17931	0
10430	15212	0
11584	3883	0
14137	8914	0
14334	10169	1
15753	8845	1
17180	6877	1
10446	7437	1
3914	20415	1
24594	20365	1
25149	22656	1
5754	10169	1
24413	1265	0
5328	9589	0
15753	2710	1
8736	19986	0
14595	17095	1
20221	23915	1
16702	7788	0
19909	9075	0
17351	3562	1
24974	10477	0
24180	5301	1
25298	5184	0
22709	17817	0
21012	3425	0
19221	16457	1
13877	19366	0
8537	17242	0
18816	23248	0
18460	22575	0
6101	10069	0
2019	25062	0
13720	7997	0
22656	2577	1
6505	21012	1
5522	17095	1
12197	22656	1
4064	25430	0
21116	5797	0
22962	11790	0
9213	24164	0
24328	20052	1
15829	10837	0
2326	9382	1
9306	5301	1
11752	22792	0
10821	304	1
22897	11688	0
7950	14687	0
15597	6364	0
23868	9091	0
11828	24180	1
19962	25040	0
22656	19329	1
20640	20370	0
21180	19242	0
23692	12231	0
17802	20235	0
1360	23892	0
6978	5973	0
15628	17865	1
9598	9443	0
15753	13897	1
320	8440	1
15753	22085	1
5176	23220	0
21975	24180	1
425	6626	0
22656	14486	1
17425	12532	0
19810	14531	0
22184	11122	0
2174	22151	1
24914	18490	1
1417	18490	1
22656	775	1
22656	23890	1
22656	8001	1
22656	7636	1
11263	7456	0
22122	11494	0
21573	3251	0
1284	9850	0
3914	5092	1
24858	6530	0
23719	12567	1
23164	4257	1
17470	400	0
7773	24180	1
25062	21786	1
15753	25403	1
22402	7482	0
15650	8209	1
23687	19499	0
5536	24180	1
16495	23313	0
3914	12138	1
18602	22328	1
10003	11522	1
3519	5057	0
6714	8823	0
18922	7477	0
3914	8003	1
8348	20052	1
4169	10971	1
15426	8487	0
7796	14386	0
496	400	0
7373	5799	0
6359	10566	0
19785	16312	1
22656	16756	1
22656	985	1
24359	9279	0
11223	9131	0
23476	17095	1
3914	20699	1
7437	611	1
17180	14432	1
4596	20365	1
24215	23164	1
14979	15805	0
24215	8348	1
6558	24180	1
1190	22656	1
11107	11861	0
25031	2375	0
343	22656	1
1760	12567	1
22656	17152	1
22102	19224	0
13370	11531	0
19594	10309	0
23559	22656	1
21920	9283	0
827	6766	0
16995	570	1
5464	17095	1
6450	20178	1
17070	75	0
14386	19964	0
8406	14783	0
14333	23853	0
18004	21582	0
19909	4075	0
15753	3910	1
23698	9047	0
17777	24180	1
10003	9382	1
12415	23915	1
19854	1277	0
22656	12797	1
4698	17152	0
17180	25008	1
15220	23622	0
3110	2482	1
7127	15611	0
9070	1416	0
17457	18871	0
4946	217	0
627	24180	1
761	17095	1
18396	22897	0
6824	23915	1
1303	10625	1
11113	17095	1
19287	16847	1
17423	17152	0
6232	21033	0
12405	5038	0
23818	23692	0
1625	20365	1
5056	23628	0
3566	8706	0
13409	1057	1
2625	5782	1
14334	5432	0
6344	16312	1
13552	7437	1
20365	1394	1
10219	20178	1
5689	20365	1
21440	7335	1
11607	19930	1
3613	1758	1
25117	16312	1
15753	391	1
10773	2745	0
10839	17095	1
2482	18396	1
13820	6937	0
3852	6258	0
24164	24352	0
16487	24815	0
25312	16702	0
19378	3914	1
14030	1191	0
3914	12761	1
11013	6359	0
25209	24180	1
15650	6908	1
17952	13302	0
23246	16312	1
14709	6129	0
20755	22673	1
4479	7158	0
13031	14245	1
24359	24180	1
12415	16389	1
16494	11122	1
8350	22491	0
7188	1760	0
24512	24180	1
19242	20755	1
16312	2417	0
1655	1610	0
12579	18646	1
13560	22650	0
2933	4743	0
985	17131	0
14321	15220	0
2713	4163	0
22656	21062	1
24743	8311	0
19221	3754	0
12896	1469	0
4134	22656	1
3049	23687	0
12916	4657	0
4369	13064	0
12855	20805	0
15650	13202	1
3562	12259	1
627	19594	0
21878	6687	0
10003	12896	1
17180	16807	1
5057	6634	1
2174	19671	1
452	9154	0
1045	22151	1
23892	19001	0
22656	23449	1
20755	19787	1
24180	11366	1
16995	17230	1
22656	13758	1
15753	3110	1
25117	7605	0
2451	15955	0
14432	20437	0
9435	4595	0
24930	10789	0
7047	20365	1
22575	5973	0
22656	11469	1
20221	14644	0
22120	12396	0
21440	25170	1
12457	22345	0
14249	13682	0
9383	3299	0
1814	23697	0
9087	24788	0
17810	17095	1
20554	6418	0
5012	3558	0
14111	1758	1
18797	8348	0
14977	20026	0
21620	24075	0
11584	12761	0
14737	7190	0
8515	19606	1
17180	13682	1
17461	23687	0
705	23275	0
6300	23900	0
763	7134	0
18271	10446	0
2452	8642	0
91	20434	1
25451	17095	1
13552	9280	0
6065	14302	0
17419	14350	0
16389	12848	0
10003	3167	1
7377	5176	0
24489	10169	1
24083	6359	0
23014	24918	1
19818	13555	0
22060	4441	1
6450	9337	1
13593	710	0
12405	1360	1
21041	21064	1
19221	4639	0
12955	24180	1
6753	17095	1
19806	11830	0
5536	18004	0
21258	14849	0
17351	25189	1
13989	23526	0
22656	3736	1
2278	15275	0
8215	9091	0
8593	7977	0
