gene_a	gene_b	label
7748	15437	0
19962	16702	0
8515	22328	1
25290	12761	0
16028	15827	1
24918	17530	1
3342	18396	1
19204	12561	0
18391	600	0
17351	21477	1
4836	17575	0
19237	7707	1
24215	2326	1
2832	3117	0
19960	4169	1
6450	8669	1
24328	1986	1
14323	23102	0
19157	10169	1
8487	25327	0
20278	10906	0
5057	23697	0
1417	17422	0
10062	10610	0
7088	236	0
17180	16710	1
3930	12567	1
24328	9337	1
17616	6744	0
7501	17095	1
381	6908	0
5966	24512	0
22656	22449	1
12759	9700	1
12547	11607	1
5750	24180	1
1058	17530	0
24088	10417	0
5832	1535	0
3725	17095	1
3914	9589	1
499	24832	0
13027	18360	0
8209	9553	0
17180	15809	1
9213	18271	0
12759	20052	1
21041	7127	1
16073	3049	0
7190	16415	0
14591	4917	1
20755	7486	1
3914	3076	1
3791	499	0
8348	13360	0
23164	7456	1
18721	5782	1
10760	14737	0
5497	18004	0
23519	24180	1
19829	12999	0
24180	17532	1
5315	24567	0
21083	13247	1
21041	22851	0
15426	22656	1
22470	3725	0
14591	15387	1
17180	11395	1
22709	9164	1
10446	3167	1
985	6997	0
23940	22656	1
1317	18645	0
3914	19094	1
12803	24180	1
17180	400	1
23164	18412	1
7907	9830	0
3914	16807	1
23164	1057	1
21259	1970	0
4059	22656	1
19645	19761	0
22328	2319	0
12126	12777	0
17066	1303	0
24148	6066	0
15753	13370	1
22656	22649	1
21786	15499	1
19384	10274	0
758	14117	0
14161	13720	0
6997	10417	0
5728	20623	1
10430	15219	1
17180	24355	1
10735	7953	0
16230	20640	0
17642	9029	0
11218	304	1
11450	18802	0
7487	9902	0
3943	16117	0
20434	6908	1
19716	11281	0
11140	16312	1
20372	16493	0
1378	16312	1
3914	18424	1
6835	1057	0
21041	763	1
17180	18758	1
3442	15047	1
22656	21273	1
17180	22172	1
9126	25417	0
17732	21786	0
16785	20470	0
5920	17066	0
754	2629	0
7377	20191	0
22656	17528	1
24215	14589	1
3342	21064	1
23628	2062	0
564	10833	0
236	25012	0
22515	5289	0
14101	17865	1
23102	8762	0
24083	763	0
22656	22195	1
16290	9131	0
