gene_a,gene_b,label
16,53953,1
41262,37876,1
41262,21664,1
41262,3355,1
41262,45847,1
41262,47943,1
41262,14764,1
41262,52139,1
32056,53953,1
31869,46960,1
41262,17306,1
41103,53953,1
31869,21664,1
31869,9902,1
41222,53953,1
41262,42265,1
31087,18835,1
31240,53953,1
31742,18835,1
31869,37876,1
31445,18835,1
16122,30825,1
16561,53953,1
32436,30825,1
22053,18835,1
21992,30825,1
21981,30825,1
17523,30310,1
21680,53953,1
17222,17523,1
21561,18835,1
21410,25867,1
17523,32739,1
17992,30825,1
30825,38290,1
29793,18835,1
32719,30825,1
32649,53953,1
20978,18835,1
20320,53953,1
34102,14764,1
34102,39193,1
13456,25169,1
11219,30825,1
34102,25867,1
34102,38141,1
34102,18536,1
36198,18835,1
10553,21664,1
34987,18835,1
34102,31869,1
34321,53953,1
34348,18835,1
34351,12143,1
34790,30825,1
34023,4470,1
11609,53953,1
33188,25867,1
33781,18835,1
13456,7884,1
13989,30825,1
32078,25169,1
13971,53953,1
32103,53953,1
13586,30825,1
13521,53953,1
14107,30825,1
12288,53953,1
13456,4551,1
12260,30825,1
34023,23129,1
34023,4551,1
34023,37876,1
34023,18835,1
13654,7884,1
13654,46577,1
12967,53953,1
13812,18835,1
13737,18835,1
12538,30825,1
29684,18835,1
29871,18835,1
34864,30825,1
35068,53953,1
20185,30825,1
34351,52982,1
34351,5178,1
34351,45651,1
34351,25455,1
34351,15543,1
25867,23129,1
25932,25867,1
18843,18835,1
18488,53953,1
29460,18835,1
25867,3355,1
25867,50334,1
34351,9902,1
23328,30825,1
34023,17306,1
34023,52982,1
34023,49911,1
30513,18835,1
30466,18835,1
30413,18835,1
33488,30825,1
24119,30825,1
23744,53953,1
33787,30825,1
34023,25455,1
34102,17306,1
34102,7884,1
34351,21664,1
21185,30825,1
34102,45651,1
34102,25455,1
25867,14764,1
34102,9902,1
34102,22317,1
24531,18835,1
24363,18835,1
24272,1885,1
23744,18835,1
27657,30825,1
26799,25169,1
38254,53953,1
24958,18835,1
25342,18835,1
25256,18835,1
18536,47943,1
18536,3355,1
18536,52982,1
18536,4551,1
18536,49911,1
23210,18835,1
18536,17306,1
39193,9902,1
39193,25169,1
39375,53953,1
18562,18835,1
18536,50334,1
38141,23129,1
38141,7884,1
38141,45651,1
27064,30825,1
36758,21664,1
27349,18835,1
36018,53953,1
36066,30825,1
35825,30825,1
38141,45847,1
38141,6556,1
38141,2123,1
26799,6577,1
37802,53953,1
38136,25169,1
38136,17306,1
38136,42265,1
38141,9902,1
38141,25169,1
27278,18835,1
10553,42265,1
34102,15543,1
10553,25455,1
5604,18835,1
49946,30825,1
5819,18835,1
5864,30825,1
5991,25867,1
48744,53953,1
6940,25867,1
6939,25867,1
6356,18835,1
6073,18835,1
50885,17306,1
50885,21664,1
50885,25455,1
50885,45651,1
50885,9902,1
50885,12143,1
3730,18835,1
50496,25455,1
50643,53953,1
50885,2123,1
50885,14743,1
50885,7884,1
50885,37876,1
7528,18835,1
47338,30825,1
46538,7884,1
46538,49911,1
47527,52982,1
48261,30825,1
42163,53953,1
7935,18835,1
7905,18835,1
47527,50334,1
10332,18835,1
10326,30825,1
9795,30825,1
3722,23129,1
50496,4470,1
49239,18835,1
2337,53953,1
49629,30825,1
1885,17523,1
52187,30825,1
53145,30825,1
53028,30825,1
53953,51732,1
53953,47749,1
51290,30825,1
51604,30825,1
51650,18835,1
3722,12143,1
48776,18835,1
1742,18835,1
1730,30825,1
3722,3355,1
51341,30825,1
2684,18835,1
3815,30825,1
3575,53953,1
3133,30825,1
48315,18835,1
48584,25867,1
48753,1885,1
47749,18835,1
3722,17306,1
3722,9902,1
41262,4470,1
45525,37876,1
45525,4470,1
45086,18835,1
45022,1885,1
41196,53953,1
8358,30825,1
40645,18835,1
40662,30825,1
45890,18835,1
46258,53953,1
41888,1885,1
46427,30825,1
46427,25867,1
5254,53953,1
8637,30825,1
6804,46960,1
6984,53953,1
6804,14743,1
6804,3355,1
6804,49911,1
6804,4470,1
6804,42265,1
7185,30825,1
6034,53953,1
44508,18835,1
44268,18835,1
42576,30825,1
42380,18835,1
6437,53953,1
40731,18835,1
11259,1885,1
44423,53953,1
