gene_a,gene_b,label
41262,45651,1
41262,25455,1
41262,6577,1
41262,25169,1
32046,30825,1
31912,30825,1
31869,52982,1
41262,49911,1
31869,2123,1
31359,1885,1
16650,53953,1
16213,18835,1
41677,30825,1
21782,18835,1
22317,4470,1
28308,53953,1
29949,9902,1
29949,17306,1
30513,53953,1
19154,30825,1
20722,18835,1
20373,18835,1
40094,53953,1
19885,18835,1
19855,18835,1
34102,41262,1
34102,47527,1
34102,10553,1
34102,10219,1
34102,12143,1
34102,37876,1
11405,53953,1
11402,30825,1
24171,30825,1
42129,53953,1
36381,30825,1
35344,30825,1
34102,6804,1
34349,18835,1
34351,5803,1
34351,3355,1
34864,25867,1
11597,30825,1
13456,17306,1
13223,53953,1
33301,30825,1
33388,18835,1
33621,18835,1
32661,18835,1
41729,18835,1
13456,45651,1
32649,18835,1
15241,30825,1
13456,5803,1
14509,25867,1
14142,18835,1
33952,18835,1
10553,52982,1
18153,30825,1
22499,18835,1
34587,53953,1
25867,42265,1
34675,30825,1
19741,53953,1
34733,53953,1
19964,30825,1
34351,42265,1
34351,49911,1
20722,53953,1
34351,46577,1
34361,53953,1
25867,25169,1
18536,12143,1
29304,30825,1
25867,7884,1
30825,43811,1
25867,6556,1
25867,52139,1
25867,17306,1
34023,42265,1
34023,47943,1
34023,45651,1
34023,5178,1
24079,30825,1
23504,53953,1
17185,30825,1
22317,7884,1
34102,21664,1
34351,14743,1
22317,47943,1
30179,25867,1
25867,21664,1
25867,45847,1
25867,45651,1
24471,18835,1
24552,18835,1
23736,53953,1
38571,30825,1
26720,30825,1
39193,2123,1
18536,45651,1
22738,25867,1
22709,30825,1
39193,45651,1
18784,53953,1
26743,18835,1
26799,46960,1
27254,30825,1
27072,18835,1
36758,17306,1
28769,18835,1
36090,30825,1
28308,18835,1
26920,25867,1
38141,25455,1
38141,49911,1
38141,15543,1
38141,37876,1
38141,3355,1
37202,25867,1
37538,30825,1
26799,4470,1
49686,30825,1
5219,18835,1
4707,30825,1
4152,53953,1
48762,53953,1
51040,53953,1
51099,53953,1
50496,17306,1
50496,2123,1
50532,25867,1
50885,45847,1
46538,2123,1
47527,5803,1
46538,21664,1
7461,25867,1
47527,4551,1
8061,18835,1
47527,9902,1
10553,23129,1
10131,18835,1
10002,18835,1
9902,18835,1
3722,4551,1
52716,18835,1
1694,53953,1
1303,30825,1
50496,16931,1
49142,18835,1
49240,18835,1
52022,30825,1
52044,30825,1
49114,18835,1
53017,30825,1
53028,1885,1
53531,30825,1
53953,48393,1
53953,51328,1
52140,18835,1
50820,17523,1
51898,18835,1
1730,18835,1
1481,18835,1
842,18835,1
281,18835,1
1995,30825,1
3722,37876,1
3434,18835,1
2487,18835,1
3504,53953,1
47836,18835,1
48249,25867,1
48584,18835,1
3722,49911,1
3722,6556,1
3722,45651,1
41262,10219,1
12517,17523,1
45644,30825,1
5888,53953,1
41775,18835,1
45835,1885,1
40431,25867,1
40527,1885,1
46538,4470,1
40662,25867,1
40773,18835,1
46071,25867,1
46071,30825,1
46234,18835,1
43283,53953,1
40930,30825,1
6804,17306,1
6804,5178,1
43516,18835,1
6804,7884,1
6804,25455,1
6804,6577,1
6804,15543,1
6804,46577,1
6804,14764,1
6804,2123,1
6804,12143,1
44527,18835,1
44009,25867,1
6281,30825,1
41922,30825,1
6297,53953,1
44619,53953,1
10662,18835,1
11279,30825,1
43694,30825,1
40362,18835,1
45525,21664,1
36392,30825,1
45525,5178,1
45525,47943,1
45525,7884,1
10408,45847,1
10408,14743,1
45525,17306,1
6804,6556,1
43546,18835,1
38538,18835,1
4347,30825,1
42479,53953,1
40008,18835,1
4551,53953,1
39603,25867,1
42474,53953,1
3165,38861,1
7334,7862,1
12217,19336,1
47763,45629,1
48393,4113,1
13456,14743,1
23711,4113,1
6863,27128,1
15430,41196,1
15430,42272,1
15430,7862,1
15430,17687,1
15430,4113,1
23711,48303,1
32664,50559,1
41103,50280,1
6863,24538,1
31747,37084,1
7334,45386,1
15430,41103,1
14743,7862,1
13315,41103,1
13315,18651,1
19034,11818,1
19034,8697,1
19034,36229,1
19034,12635,1
19034,48157,1
19034,32870,1
34023,1884,1
33733,34023,1
19034,35470,1
30825,1695,1
19034,51401,1
19034,19216,1
19034,6330,1
19034,31706,1
19034,34351,1
19034,18933,1
19034,51328,1
19034,26900,1
19034,41725,1
19034,29829,1
19034,42129,1
19034,24458,1
19034,9659,1
16654,51293,1
16654,1413,1
16654,40690,1
16654,31707,1
16654,8957,1
16654,44235,1
16654,18627,1
16654,14296,1
16654,38015,1
16654,31188,1
16654,2123,1
16654,50862,1
16654,52611,1
16654,17650,1
16654,51535,1
16654,14685,1
16654,550,1
16654,17442,1
4113,32593,1
4113,13392,1
4113,39977,1
53663,34023,1
4113,41030,1
4113,1720,1
4113,23230,1
4113,37276,1
16654,28176,1
16654,50826,1
16654,47604,1
7862,48303,1
48303,6395,1
46764,34023,1
10714,34023,1
34023,4379,1
19034,29623,1
19034,610,1
19034,36501,1
19034,38920,1
19034,10582,1
34023,9741,1
19034,7452,1
19034,23277,1
19034,29723,1
34023,16962,1
19034,17222,1
34023,8235,1
34023,38493,1
34023,48281,1
34023,40744,1
34023,6363,1
34023,563,1
34023,21092,1
34023,31445,1
34023,4153,1
34023,7968,1
34023,14677,1
19034,44961,1
19034,3577,1
19034,37894,1
19034,32380,1
16654,3972,1
16654,51074,1
16654,43255,1
16654,38,1
16654,19624,1
16654,3504,1
16654,52235,1
16654,44202,1
16654,6685,1
16654,31192,1
16654,10582,1
16654,30019,1
16654,8431,1
16654,16122,1
16865,34023,1
16654,10027,1
16654,42350,1
16654,16711,1
16654,49332,1
16654,50060,1
16654,31809,1
30825,25291,1
34023,27304,1
34023,25883,1
34023,43960,1
4113,23210,1
4113,51357,1
4113,46297,1
30825,4690,1
30825,15320,1
30825,23885,1
30825,44619,1
30825,9797,1
15256,34023,1
13247,34023,1
33656,34023,1
34023,9848,1
34023,9655,1
34023,28291,1
34023,53294,1
34023,33105,1
34023,31742,1
4113,45245,1
4113,20145,1
4113,35640,1
4113,34531,1
4113,6879,1
4113,23069,1
4113,12399,1
4113,23641,1
4113,37492,1
30825,49314,1
4113,40668,1
4113,27210,1
30825,23916,1
16654,21564,1
16654,49955,1
16654,46624,1
16654,47356,1
30825,26267,1
16654,47098,1
16654,11181,1
16654,48859,1
16654,30712,1
30825,5294,1
16654,41080,1
16654,16930,1
16654,5059,1
16654,38266,1
16654,35834,1
