gene_a,gene_b,label
41262,7884,1
31869,6577,1
31869,17306,1
31869,14764,1
15387,30825,1
31050,1885,1
15146,1885,1
31325,25867,1
31728,25867,1
31728,30825,1
31869,25169,1
15856,18835,1
16501,53953,1
41374,17523,1
16209,30825,1
41432,17523,1
16561,18835,1
16324,18835,1
16157,18835,1
32078,17306,1
17590,30825,1
17523,52511,1
17426,18835,1
17344,30825,1
16995,53953,1
28631,30825,1
39904,53953,1
22317,14743,1
22317,15543,1
22317,12143,1
31869,10219,1
30443,30825,1
19464,18835,1
29331,30825,1
29364,30825,1
29420,53953,1
19899,18835,1
16926,30825,1
18065,53953,1
31982,30825,1
34102,29949,1
34102,3722,1
34102,4551,1
34102,13456,1
34102,34023,1
11339,53953,1
11306,30825,1
34102,50334,1
34102,34351,1
35911,30825,1
10583,30825,1
42129,18835,1
36047,18835,1
36078,18835,1
10553,2123,1
10723,53953,1
34351,23129,1
34351,25169,1
34587,18835,1
32719,25867,1
32536,18835,1
13456,52982,1
34023,3355,1
13456,10219,1
11968,30825,1
13456,4470,1
34023,14764,1
13654,17306,1
13654,14764,1
13654,45847,1
29654,18835,1
34834,30825,1
25867,2123,1
34351,47943,1
34351,6577,1
35157,53953,1
35222,53953,1
25867,46960,1
29079,25867,1
29071,1885,1
25867,5178,1
35617,30825,1
18536,4470,1
29068,18835,1
28971,18835,1
35396,30825,1
35412,30825,1
29406,18835,1
25867,12143,1
19331,30825,1
25867,4551,1
35456,30825,1
35490,30825,1
25867,37876,1
25867,9902,1
20978,17523,1
23366,17523,1
34023,14743,1
22471,30825,1
34023,7884,1
34023,45847,1
34023,46960,1
34023,45629,1
33995,30825,1
24477,53953,1
24531,53953,1
33685,30825,1
33522,30825,1
22317,2123,1
21979,18835,1
34102,52982,1
30127,18835,1
25867,6577,1
30040,18835,1
34102,47943,1
22317,46960,1
22479,17523,1
24475,30825,1
39150,53953,1
23932,53953,1
27412,30825,1
18953,53953,1
27663,30825,1
38159,30825,1
26799,12143,1
26799,10219,1
26416,17523,1
27851,30825,1
18536,9902,1
18536,42265,1
39193,25455,1
39193,17306,1
18781,53953,1
28079,30825,1
23481,30825,1
26799,47943,1
36976,30825,1
27166,30825,1
36047,53953,1
26492,18835,1
26522,30825,1
38141,46577,1
38141,6577,1
26799,3355,1
26799,17306,1
37125,30825,1
37829,53953,1
38136,52982,1
5251,18835,1
5203,30825,1
48584,53953,1
48810,53953,1
6400,30825,1
6066,25867,1
6063,18835,1
49221,53953,1
6034,18835,1
49598,30825,1
5991,1885,1
5890,18835,1
50496,47943,1
50885,4470,1
51099,18835,1
50885,47943,1
50496,52982,1
50532,18835,1
46538,17306,1
46538,25455,1
46538,47943,1
47379,30825,1
10553,25169,1
47527,47943,1
47527,12143,1
46538,52982,1
46054,30825,1
46538,46577,1
46538,45629,1
46538,9902,1
46538,6577,1
9220,25867,1
