gene_a	gene_b	label
9497	15118	0
9801	4162	0
12405	3342	1
13184	12536	0
17865	982	1
21903	22060	1
3110	5728	1
10979	12998	0
19175	18793	0
18687	9164	1
11113	25205	0
10134	3110	1
25128	17095	1
9382	7258	0
13897	24180	1
3235	16312	1
20365	11522	1
5209	16574	0
15628	16847	1
6453	9130	0
13178	19594	0
10062	22215	0
25076	13682	0
24975	20785	0
19474	6522	0
22656	11326	1
16994	24180	1
22656	6727	1
8759	10731	0
13409	6256	1
2577	4340	0
22757	22650	0
15753	15859	1
23258	11522	1
2942	21083	1
2966	2004	1
21166	13560	0
11547	2871	0
2793	8311	0
14117	17095	1
22656	11518	1
19198	23890	0
11584	2452	0
14697	10984	0
15753	10860	1
20926	24118	0
24830	17095	1
5846	3993	1
13877	5315	0
16666	9443	0
16995	6444	1
1303	4257	1
22656	6937	1
7201	13820	0
11854	20050	0
4334	20052	1
1045	12454	1
8206	18762	0
3941	7056	0
14591	5308	1
16267	11518	0
948	24180	1
21573	15780	0
21041	15292	1
11356	12018	0
10219	4338	1
25329	9833	0
3766	19787	1
17180	15743	1
24914	19592	1
3460	17095	1
12231	10829	0
24215	16358	1
7605	5965	0
3914	17472	1
10970	24180	1
15859	8206	1
23164	15387	1
21180	10695	0
15753	1506	1
22792	17095	1
13189	22143	0
7301	16312	1
990	24180	0
4562	16922	0
13702	17422	0
10891	11693	0
12129	21953	0
17180	23504	1
22656	24565	1
21786	6908	1
7748	75	0
9733	1970	0
1482	1068	0
19379	21878	0
1758	11612	1
7843	18396	1
3914	14302	1
18881	19024	0
13031	7493	0
23592	11934	0
8348	6231	1
8538	13717	0
7624	15220	0
14629	17306	0
1045	12096	1
15061	9296	0
6450	16358	1
8348	21041	0
19499	16312	1
3914	18250	1
15037	8353	0
21041	17712	1
14591	21116	1
8209	24489	1
22656	1863	1
11609	4169	1
24489	25290	0
10694	17472	0
24561	18271	0
7997	266	0
16236	13491	0
13230	8419	0
22656	7759	1
10773	16312	1
763	24187	1
710	7819	0
19759	1013	0
2263	18646	0
11531	12183	0
16494	9296	1
5148	12561	0
24327	1287	0
14591	11044	1
10367	12013	0
17180	20235	1
3953	2497	0
23915	24489	1
1177	1758	1
17031	22099	0
6450	14697	1
18627	22656	1
6579	3807	0
13330	14589	0
19224	22506	0
10031	15219	1
16028	13031	1
13043	9382	1
24151	22368	0
24041	20437	0
13423	22656	1
12759	10625	1
3556	12388	1
24180	251	1
25403	23724	0
24918	22575	0
7531	7792	0
2819	21878	0
14214	22656	1
20365	8669	1
12415	12415	1
2942	16704	1
6066	20937	0
23719	2278	0
12782	17095	1
23451	21550	1
1133	21715	0
18830	3195	0
10773	6978	0
9380	20365	1
12624	16995	1
24180	3167	1
5171	19142	0
19141	17095	1
25298	20365	1
23164	9700	1
17180	11263	1
20191	1758	1
14591	7437	1
17242	11733	0
10274	16847	1
17180	23839	1
12896	17822	0
6580	19046	0
3766	3556	1
24180	18376	1
22649	16389	1
22172	17095	1
16389	2944	0
17865	3342	1
11526	15944	0
4441	4163	1
18713	16358	1
1267	12226	0
2135	20008	0
4505	60	0
24145	3372	0
10132	7953	0
3914	12313	1
774	15650	0
7127	6908	1
5760	10840	0
5057	19909	1
9248	16995	1
15499	17003	0
1702	17422	0
3914	4698	1
17180	23070	1
24046	20639	0
17180	6483	1
9571	19863	0
12454	1360	1
12579	14984	1
12405	20434	1
10714	9248	0
17341	8238	0
10054	25417	0
19024	3534	0
14100	10911	0
8309	22656	1
24473	3910	0
15257	22656	1
22859	3632	0
3162	17095	1
3421	11870	0
19795	3736	0
24180	6869	1
6580	15177	0
18721	20365	1
425	20365	1
24180	8642	1
4790	16312	1
3914	12126	1
13299	10169	1
1373	23537	0
1466	8593	0
6114	146	0
17351	4163	1
11828	5760	0
9306	9382	1
9792	23220	0
5232	22706	0
17180	4449	1
14321	13299	0
13352	10984	0
9331	8515	0
5987	16312	1
1045	21929	1
17180	19553	1
19378	14546	1
7326	20482	0
17180	14825	1
22656	3089	1
20178	6418	0
3914	1513	1
23819	16312	1
2417	20026	0
3930	12415	1
24682	8558	0
23002	3943	0
10031	18828	0
2248	4222	0
15753	9501	1
7127	763	1
13096	4441	1
21033	9571	0
11181	16457	1
16511	16704	1
5012	23758	0
12124	6258	0
11522	17968	0
5359	10169	1
9164	15744	1
18922	11542	0
21271	1760	0
22460	11861	0
13031	10367	1
22656	6372	1
12388	17865	1
18023	7186	0
22681	20947	0
2540	17095	1
15753	15329	1
15753	7974	1
22656	24897	1
17180	9693	1
15753	24942	1
5265	18148	0
513	14235	0
15963	24180	1
16389	22005	0
3914	9839	1
8880	20415	0
10134	14984	1
15753	9903	1
14429	2375	0
18864	17095	1
24180	12489	1
15229	22656	1
15231	20525	0
20308	21083	0
4334	4257	1
21272	16522	0
14190	24187	0
17069	17095	1
17180	22237	1
23818	23159	0
1758	23467	0
24083	21358	0
22486	22656	1
18959	2007	0
13031	6744	1
24180	13428	1
23085	16195	0
10003	4257	1
4334	11522	1
17180	19142	1
10219	12896	1
22396	2925	0
21474	25117	0
3023	7178	0
12759	4917	1
6957	8206	1
24800	15417	0
3914	14662	1
21878	9164	0
320	12567	1
12226	11197	0
12518	8556	0
6716	16881	0
16039	8470	0
6763	11584	0
22656	11494	1
20947	3140	1
8098	17095	1
20932	9513	0
17180	9881	1
12926	17095	1
3914	3049	1
7116	24180	1
9598	19012	0
3739	20365	1
6233	5782	1
3914	23572	1
17180	18895	1
20008	6372	0
16982	25429	0
8180	2605	0
4064	24180	1
13381	17202	0
17180	434	1
7277	24180	1
3941	5059	0
80	9317	0
23592	18854	0
21786	18646	0
7243	4888	0
15753	14925	1
20365	3923	0
11613	10337	0
2942	25441	1
9591	21294	0
19133	3993	1
23002	13181	0
11573	12096	1
5846	9164	1
18742	360	0
24563	15981	1
21083	12388	1
12291	10539	0
1755	15606	0
9130	23218	0
1469	10201	1
8659	11948	0
3519	16358	1
1758	19787	1
22681	14459	0
14235	17865	1
21630	7321	0
13412	12999	1
3162	15325	0
7173	22656	1
12817	1045	0
22656	24770	1
22656	3754	1
17180	16897	1
18412	6300	0
16511	16874	1
15707	18396	1
4169	10430	1
13043	14697	1
7116	21358	0
2286	2174	1
20805	9693	1
14848	10448	0
19001	24180	1
23604	16312	1
5328	20235	0
6579	12425	0
14100	17952	0
5315	25007	0
2248	18687	0
3811	15387	0
22656	4075	1
19012	25007	0
2174	18396	1
12405	22886	1
11559	7450	0
1610	483	0
21046	24180	1
9111	24823	0
10003	1986	1
15426	14162	0
13330	17095	1
12636	5903	0
19858	22402	0
710	3698	0
16530	6835	0
841	2556	0
10003	8470	1
22195	5328	0
17271	21680	0
22486	18188	0
15753	14864	1
19679	24489	0
4248	24180	1
232	20952	0
14627	9539	0
24061	17095	1
6687	14878	0
22774	24934	0
17070	2125	0
7437	21041	1
14948	16922	0
20061	14714	0
10134	3562	1
5490	16312	1
19135	3607	0
25351	16358	0
2029	1600	0
17066	9849	0
15712	7301	0
16117	20929	0
17180	11693	1
5344	17095	1
24314	10169	1
1373	25219	0
20026	6766	0
3914	19806	1
60	10055	0
8784	11747	0
16312	21345	1
22656	16960	1
6763	14984	1
19142	22460	0
11223	19592	0
21041	6758	1
20793	10771	0
9248	11573	1
24415	17204	0
18250	15719	0
1045	2942	1
24180	15697	1
17608	22656	1
9154	5804	0
7075	15743	0
11786	8214	0
24466	24180	1
12454	19606	1
16415	17095	1
6450	15387	1
19378	14546	1
17839	3251	0
10714	22656	1
6766	24180	1
24298	23073	0
17146	24180	1
15753	13524	1
1177	18396	1
143	12491	0
25430	24180	1
146	10	0
10201	763	1
14121	24083	0
14333	17152	0
8348	6256	1
13717	12415	1
19287	12567	1
7531	13389	0
5252	3545	0
7162	16460	0
21841	13204	0
17818	24041	0
22656	2452	1
1045	19379	1
2326	8470	1
11150	1513	0
1145	6089	0
24180	21259	1
22005	16312	1
6624	14878	0
21310	287	0
10772	1284	0
5928	20437	0
12338	24180	1
16926	10087	0
3519	9337	1
16949	9700	1
9553	7207	0
434	6727	0
3914	13291	1
14382	18563	0
22656	17923	1
